x,y
0.0,4.8874077924116195
0.06711409395973154,5.2981247396463695
0.1342281879194631,5.388263286175709
0.20134228187919462,5.061276061630003
0.2684563758389262,5.182463011911404
0.33557046979865773,5.246095136001981
0.40268456375838924,5.882844399364467
0.4697986577181208,5.717836183017051
0.5369127516778524,5.7975207980530685
0.6040268456375839,5.989361013954573
0.6711409395973155,5.862200855273539
0.738255033557047,6.080334330513537
0.8053691275167785,6.030542317858736
0.87248322147651,6.399541720318846
0.9395973154362416,6.266648390141064
1.0067114093959733,6.564195523060773
1.0738255033557047,6.769829793448688
1.1409395973154361,6.693836569211258
1.2080536912751678,6.9359302644939484
1.2751677852348993,6.731279645080215
1.342281879194631,6.834847276346537
1.4093959731543624,7.14707473288625
1.476510067114094,7.182827231152499
1.5436241610738255,7.10371137009996
1.610738255033557,7.343660230218994
1.6778523489932886,7.697042835847263
1.74496644295302,7.511579209554253
1.8120805369127517,7.721898008576911
1.8791946308724832,7.760122723088165
1.9463087248322148,7.948433955776179
2.0134228187919465,8.07252786797965
2.0805369127516777,8.209483626446342
2.1476510067114094,8.299537990520667
2.214765100671141,8.445931009374553
2.2818791946308723,8.486749318025645
2.348993288590604,8.552835936758882
2.4161073825503356,8.547044247092757
2.4832214765100673,8.263778892476136
2.5503355704697985,8.766229495153315
2.61744966442953,8.806864619049984
2.684563758389262,8.921365410834436
2.751677852348993,8.86690787696774
2.8187919463087248,9.340809158161155
2.8859060402684564,9.049266088734637
2.953020134228188,9.49230684900039
3.0201342281879193,9.494901266707819
3.087248322147651,9.6956885593497
3.1543624161073827,9.862087413719742
3.221476510067114,10.133508093137161
3.2885906040268456,10.138651542202636
3.3557046979865772,10.192346729975169
3.422818791946309,10.351028822543432
3.48993288590604,10.2422228224251
3.557046979865772,10.349119897842238
3.6241610738255035,10.364203088824121
3.691275167785235,10.582012162017127
3.7583892617449663,10.804530866850792
3.825503355704698,10.735357776625815
3.8926174496644297,10.838805034736728
3.959731543624161,10.843817780400073
4.026845637583893,11.279470961216472
4.093959731543624,11.143731545342703
4.1610738255033555,11.325822038757684
4.228187919463087,11.312510355942077
4.295302013422819,11.512434152941607
4.3624161073825505,11.270760063899084
4.429530201342282,11.664234024895034
4.496644295302014,11.652404497245964
4.563758389261745,12.041864509509711
4.630872483221476,12.06268438171621
4.697986577181208,12.004954306194396
4.76510067114094,12.039060349775998
4.832214765100671,12.106825641860189
4.899328859060403,12.433246225048148
4.966442953020135,12.345745533326596
5.033557046979865,12.805599507211285
5.100671140939597,12.493248320649045
5.167785234899329,12.652505118829511
5.23489932885906,12.70071403675347
5.302013422818792,12.73418802731257
5.369127516778524,13.112274275168582
5.436241610738255,13.03279578596196
5.503355704697986,13.428684347005875
5.570469798657718,13.360469165489919
5.6375838926174495,13.171836592413882
5.704697986577181,13.427304336824506
5.771812080536913,13.64913849635875
5.8389261744966445,13.943041939841537
5.906040268456376,13.779027677966774
5.973154362416107,13.909335392259155
6.040268456375839,13.827044113428165
6.10738255033557,14.343869638343156
6.174496644295302,13.92309855447678
6.241610738255034,14.395568782723226
6.308724832214765,14.45481150094529
6.375838926174497,14.605936063928349
6.442953020134228,14.754226382350003
6.510067114093959,14.919176825413885
6.577181208053691,14.866813107784163
6.644295302013423,14.703446493569041
6.7114093959731544,15.299498650433806
6.778523489932886,15.070978712061807
6.845637583892618,15.400357100064687
6.9127516778523495,15.3213702363176
6.97986577181208,15.578902343724508
7.046979865771812,15.560632547140855
7.114093959731544,15.603483095435797
7.181208053691275,15.89984162678135
7.248322147651007,15.4921308825567
7.315436241610739,15.91503183652987
7.38255033557047,16.070664255770367
7.449664429530201,16.22192996300092
7.516778523489933,16.180695452138355
7.583892617449664,16.0788867007778
7.651006711409396,16.518012775025802
7.718120805369128,16.391714652059296
7.785234899328859,16.763852544686753
7.852348993288591,16.826296347743913
7.919463087248322,16.86738667767681
7.9865771812080535,17.201444747089603
8.053691275167786,17.249756268182438
8.120805369127517,17.018501655789063
8.187919463087248,17.004210162232546
8.25503355704698,17.582521082363943
8.322147651006711,17.81935853609738
8.389261744966444,17.466432350145666
8.456375838926174,17.72109532685252
8.523489932885907,17.633726973027287
8.590604026845638,17.77825733955724
8.657718120805368,18.421704408582432
8.724832214765101,18.145138734687723
8.791946308724832,18.193892489048313
8.859060402684564,18.304717211721112
8.926174496644295,18.196581385431386
8.993288590604028,18.54122990930922
9.060402684563758,18.865375920834556
9.12751677852349,18.908676634913736
9.194630872483222,18.712728033205117
9.261744966442953,18.7560210344881
9.328859060402685,19.090968899789317
9.395973154362416,19.09641195130678
9.463087248322148,19.174112801889166
9.53020134228188,19.17865382907405
9.59731543624161,19.515497612573515
9.664429530201343,19.50239104008541
9.731543624161073,19.5883050667137
9.798657718120806,19.699109776782002
9.865771812080537,19.85637553916258
9.93288590604027,19.74532096191793
10.0,19.83801467101514
